0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
-83.06,13.38,33.44,-90.69,-76.06,56.69,2,562,649,670,618,655,679,1
-83.06,13.38,33.44,-90.69,-76.06,56.69,2,604,649,670,617,655,677,2
-83.06,13.38,33.44,-90.69,-76.06,56.63,2,621,649,670,618,655,673,3
-83.06,13.38,33.44,-90.69,-76.06,56.63,2.06,629,649,670,618,655,672,4
-83.06,13.44,33.44,-90.69,-76.06,56.63,2.06,635,649,670,618,655,671,5
-83,13.44,33.44,-90.69,-76.06,56.63,2.13,638,649,670,618,656,671,6
-83,13.5,33.37,-90.69,-76.06,56.63,2.19,641,649,670,618,655,672,7
-83,13.5,33.37,-90.69,-76.06,56.63,2.25,643,649,670,618,655,673,8
-83,13.5,33.31,-90.69,-76.06,56.63,2.25,645,649,670,618,655,673,9
-83,13.5,33.31,-90.69,-76.06,56.63,2.25,647,649,670,618,655,674,10
-82.94,13.5,33.25,-90.69,-76.06,56.56,2.25,646,649,670,619,655,672,11
-82.94,13.56,33.25,-90.69,-76.06,56.56,2.25,646,649,670,619,655,670,12
-82.94,13.56,33.19,-90.69,-76.06,56.5,2.25,644,649,670,619,655,667,13
-82.94,13.56,33.19,-90.69,-76.13,56.44,2.31,642,649,671,619,655,665,14
-82.94,13.5,33.19,-90.69,-76.13,56.44,2.31,641,649,671,619,655,663,15
-82.94,13.5,33.19,-90.69,-76.13,56.37,2.31,639,650,671,619,655,660,16
-82.94,13.44,33.25,-90.69,-76.13,56.31,2.31,638,649,670,619,655,659,17
-82.94,13.44,33.25,-90.69,-76.13,56.25,2.38,637,650,671,618,655,659,18
-83,13.38,33.25,-90.69,-76.13,56.12,2.44,637,649,671,618,655,658,19
-83.06,13.31,33.31,-90.69,-76.13,56.12,2.5,635,650,671,619,655,656,20
-83.06,13.31,33.31,-90.69,-76.13,56.12,2.5,635,649,671,618,655,657,21
-83.12,13.25,33.31,-90.75,-76.13,56.19,2.56,636,649,670,618,654,658,22
-83.12,13.19,33.31,-90.75,-76.06,56.19,2.56,637,649,671,618,655,659,23
-83.12,13.19,33.37,-90.75,-76.06,56.25,2.56,637,649,671,618,655,660,24
-83.12,13.13,33.37,-90.69,-76.06,56.25,2.56,638,650,671,618,654,660,25
-83.12,13.13,33.44,-90.69,-76.06,56.31,2.56,637,649,671,618,655,658,26
-83.12,13.06,33.44,-90.75,-76.06,56.37,2.56,637,649,670,618,655,658,27
-83.06,13.06,33.5,-90.75,-76.06,56.37,2.56,637,650,671,618,655,659,28
-83.06,13,33.5,-90.75,-76.06,56.44,2.56,637,649,671,618,655,659,29
-83.06,13,33.5,-90.75,-76.06,56.5,2.56,637,649,671,618,655,659,30
-83,13,33.44,-90.75,-76.06,56.5,2.56,638,649,671,617,655,660,31
-83,13,33.44,-90.75,-76.06,56.5,2.5,640,649,670,618,655,663,32
-82.94,13,33.37,-90.75,-76.06,56.5,2.5,642,649,671,618,655,666,33
-82.87,13.06,33.37,-90.75,-76.06,56.56,2.5,644,649,671,618,655,669,34
-82.81,13.13,33.31,-90.75,-76.06,56.56,2.44,648,650,671,618,655,673,35
-82.75,13.13,33.25,-90.75,-76.06,56.5,2.44,651,649,671,618,655,676,36
-82.69,13.19,33.19,-90.75,-76.06,56.5,2.44,655,649,671,618,655,680,37
-82.62,13.25,33.12,-90.75,-76.06,56.5,2.44,657,649,671,617,654,681,38
-82.56,13.31,33.06,-90.75,-76.06,56.44,2.44,658,649,671,618,655,682,39
-82.5,13.38,33.06,-90.75,-76.06,56.44,2.5,660,649,671,618,655,683,40
-82.5,13.44,33,-90.75,-76.06,56.44,2.5,662,650,671,617,655,687,41
-82.44,13.5,33,-90.75,-76.06,56.44,2.5,666,649,670,618,655,692,42
-82.37,13.5,33,-90.75,-76.06,56.37,2.44,670,649,671,618,655,694,43
-82.25,13.56,33,-90.75,-76.06,56.37,2.38,670,649,670,617,655,691,44
-82.12,13.56,33,-90.75,-76.06,56.37,2.25,668,649,670,617,655,687,45
-81.94,13.56,33,-90.75,-76.13,56.25,2.06,660,649,670,617,655,673,46
-81.75,13.5,33,-90.75,-76.13,56.19,1.81,650,648,669,618,655,659,47
-81.56,13.44,33,-90.75,-76.13,56.12,1.63,644,649,669,618,655,656,48
-81.5,13.38,33,-90.75,-76.13,56.12,1.56,644,649,669,618,655,661,49
-81.5,13.31,33,-90.75,-76.13,56.12,1.56,646,649,669,617,655,666,50
-81.5,13.31,33,-90.75,-76.06,56.12,1.63,645,649,669,617,655,663,51
-81.5,13.31,33.06,-90.75,-76.06,56.19,1.75,641,649,669,618,655,657,52
-81.62,13.25,33.12,-90.75,-76.06,56.25,1.88,637,649,669,618,655,651,53
-81.69,13.13,33.12,-90.75,-76.06,56.25,1.94,634,649,669,617,655,651,54
-81.81,13.06,33.19,-90.75,-76.06,56.25,1.94,630,649,669,618,654,644,55
-81.94,13,33.19,-90.75,-76.06,56.19,1.94,625,650,669,618,655,639,56
-82.06,12.94,33.25,-90.75,-76.06,56.12,1.81,620,649,669,617,655,634,57
-82.19,12.88,33.31,-90.75,-76.06,56.06,1.75,618,649,669,617,655,633,58
-82.31,12.81,33.37,-90.75,-76.06,56.06,1.69,614,649,669,617,655,629,59
-82.31,12.75,33.44,-90.75,-76.06,56,1.69,614,650,669,617,655,631,60
-82.37,12.75,33.44,-90.75,-76.06,55.94,1.69,616,649,669,617,655,638,61
-82.44,12.75,33.44,-90.75,-76.06,56,1.69,619,649,670,618,655,642,62
-82.44,12.69,33.5,-90.75,-76.06,56.12,1.75,623,649,670,617,655,646,63
-82.5,12.69,33.44,-90.75,-76,56.19,1.81,623,649,670,617,655,644,64
-82.5,12.75,33.37,-90.75,-76,56.25,1.81,622,649,670,617,655,640,65
-82.5,12.75,33.37,-90.75,-76,56.31,1.81,619,649,670,618,655,635,66
-82.5,12.75,33.31,-90.75,-76,56.31,1.81,613,649,670,617,655,628,67
-82.5,12.75,33.25,-90.75,-76,56.25,1.63,610,650,670,617,655,625,68
-82.56,12.75,33.19,-90.75,-76.06,56.19,1.5,609,649,670,617,655,626,69
-82.56,12.75,33.12,-90.75,-76.06,56.06,1.38,613,649,669,617,655,634,70
-82.62,12.75,33.12,-90.75,-76.06,56,1.25,618,649,670,618,655,643,71
-82.69,12.75,33.06,-90.75,-76.06,55.94,1.19,626,649,669,617,655,654,72
